Month,Department,Employee_ID,Tasks_Completed,Overtime_Hours,Satisfaction_Score,Stress_Level,Phase
2023-10,Operations,Employee_018,33,2.2,5.0,4.7,After_Optimization
2023-10,Operations,Employee_003,32,5.8,4.2,5.3,After_Optimization
2023-10,Operations,Employee_001,32,1.5,4.4,3.1,After_Optimization
2023-10,Operations,Employee_022,45,3.2,3.5,5.5,After_Optimization
2023-10,Operations,Employee_009,33,0.9,4.6,4.0,After_Optimization
2023-10,Operations,Employee_041,44,4.2,3.5,3.8,After_Optimization
2023-10,Operations,Employee_017,40,0.6,4.9,5.9,After_Optimization
2023-10,Operations,Employee_011,45,0.9,4.5,3.4,After_Optimization
2023-10,Operations,Employee_029,54,23.8,4.2,5.3,After_Optimization
2023-10,Operations,Employee_036,35,4.9,3.7,4.3,After_Optimization
2023-10,Operations,Employee_028,40,2.0,4.0,4.1,After_Optimization
2023-10,Customer Success,Employee_001,43,0.8,4.8,5.6,After_Optimization
2023-10,Customer Success,Employee_008,40,1.4,4.6,5.0,After_Optimization
2023-10,Customer Success,Employee_005,34,0.9,3.5,5.1,After_Optimization
2023-10,Customer Success,Employee_045,43,2.2,4.9,4.8,After_Optimization
2023-10,Customer Success,Employee_010,43,0.5,4.0,4.6,After_Optimization
2023-10,Customer Success,Employee_035,46,1.3,3.9,3.8,After_Optimization
2023-10,Customer Success,Employee_003,54,0.5,4.6,5.2,After_Optimization
2023-10,Customer Success,Employee_024,43,1.6,3.7,5.4,After_Optimization
2023-10,Customer Success,Employee_038,43,1.3,3.8,3.3,After_Optimization
2023-10,Customer Success,Employee_036,59,0.2,4.9,4.6,After_Optimization
2023-10,Customer Success,Employee_046,46,2.5,4.1,5.3,After_Optimization
2023-10,Customer Success,Employee_028,46,2.4,3.6,3.4,After_Optimization
2023-10,Finance,Employee_003,43,11.6,4.6,4.5,After_Optimization
2023-10,Finance,Employee_020,48,1.8,3.9,3.3,After_Optimization
2023-10,Finance,Employee_024,45,2.4,4.1,4.4,After_Optimization
2023-10,Finance,Employee_050,31,1.7,4.7,3.6,After_Optimization
2023-10,Finance,Employee_023,34,5.6,4.2,5.2,After_Optimization
2023-10,Finance,Employee_014,45,0.9,4.8,4.2,After_Optimization
2023-10,Finance,Employee_044,57,1.7,4.3,4.2,After_Optimization
2023-10,Finance,Employee_016,34,4.2,4.5,3.7,After_Optimization
2023-10,Finance,Employee_007,44,0.6,4.5,5.5,After_Optimization
2023-11,Sales,Employee_050,40,1.1,4.2,3.4,After_Optimization
2023-11,Sales,Employee_036,43,4.7,4.2,3.9,After_Optimization
2023-11,Sales,Employee_027,33,8.0,3.7,3.5,After_Optimization
2023-11,Sales,Employee_040,39,1.0,3.9,4.9,After_Optimization
2023-11,Sales,Employee_010,41,0.3,4.5,4.4,After_Optimization
2023-11,Sales,Employee_016,38,7.7,4.7,3.7,After_Optimization
2023-11,Sales,Employee_011,35,1.1,4.4,4.3,After_Optimization
2023-11,Sales,Employee_012,59,2.7,4.8,4.4,After_Optimization
2023-11,Sales,Employee_048,37,7.3,4.9,5.5,After_Optimization
2023-11,Sales,Employee_002,37,12.0,4.0,3.8,After_Optimization
2023-11,Marketing,Employee_048,41,0.1,4.9,5.8,After_Optimization
2023-11,Marketing,Employee_022,33,5.3,4.5,4.2,After_Optimization
2023-11,Marketing,Employee_027,51,0.6,4.9,3.3,After_Optimization
2023-11,Marketing,Employee_043,44,1.5,4.1,3.5,After_Optimization
2023-11,Marketing,Employee_016,51,6.7,4.8,4.0,After_Optimization
2023-11,Marketing,Employee_018,44,4.3,4.3,3.9,After_Optimization
2023-11,Marketing,Employee_011,38,7.1,3.7,4.7,After_Optimization
2023-11,Marketing,Employee_007,35,0.2,4.5,3.5,After_Optimization
2023-11,Marketing,Employee_025,42,4.2,4.6,4.6,After_Optimization
2023-11,Operations,Employee_031,49,7.5,4.3,4.5,After_Optimization
2023-11,Operations,Employee_015,34,0.5,4.8,5.0,After_Optimization
2023-11,Operations,Employee_013,35,1.5,4.2,5.6,After_Optimization
2023-11,Operations,Employee_030,40,6.7,3.5,5.7,After_Optimization
2023-11,Operations,Employee_023,28,0.1,4.8,4.4,After_Optimization
2023-11,Operations,Employee_020,30,2.0,3.8,3.0,After_Optimization
2023-11,Operations,Employee_049,38,0.3,3.9,4.9,After_Optimization
2023-11,Operations,Employee_044,40,10.4,4.8,3.8,After_Optimization
2023-11,Customer Success,Employee_043,39,2.0,4.7,3.5,After_Optimization
2023-11,Customer Success,Employee_013,45,2.3,4.8,3.4,After_Optimization
2023-11,Customer Success,Employee_026,42,1.6,3.9,4.1,After_Optimization
2023-11,Customer Success,Employee_022,31,1.0,4.6,3.1,After_Optimization
2023-11,Customer Success,Employee_018,43,0.3,4.0,3.7,After_Optimization
2023-11,Customer Success,Employee_005,41,10.1,4.9,4.3,After_Optimization
2023-11,Customer Success,Employee_046,46,2.4,4.6,3.7,After_Optimization
2023-11,Customer Success,Employee_023,27,1.7,4.3,4.1,After_Optimization
2023-11,Finance,Employee_026,39,4.4,3.7,5.3,After_Optimization
2023-11,Finance,Employee_044,44,4.0,4.2,3.6,After_Optimization
2023-11,Finance,Employee_035,42,0.2,5.0,3.2,After_Optimization
2023-11,Finance,Employee_022,25,10.5,4.0,4.2,After_Optimization
2023-11,Finance,Employee_002,42,6.8,4.3,4.4,After_Optimization
2023-11,Finance,Employee_008,39,5.1,4.1,5.8,After_Optimization
2023-11,Finance,Employee_017,54,9.4,4.1,4.9,After_Optimization
2023-11,Finance,Employee_012,43,7.0,4.3,4.2,After_Optimization
2023-11,Finance,Employee_038,48,8.9,4.9,4.1,After_Optimization
2023-11,Finance,Employee_049,39,3.2,4.0,5.4,After_Optimization
2023-11,Finance,Employee_003,31,0.7,3.6,4.9,After_Optimization
2023-11,Finance,Employee_007,32,0.0,4.7,5.4,After_Optimization
2023-12,Sales,Employee_028,33,1.7,3.9,4.9,After_Optimization
2023-12,Sales,Employee_023,33,0.1,4.9,3.2,After_Optimization
2023-12,Sales,Employee_047,41,0.0,4.2,4.1,After_Optimization
2023-12,Sales,Employee_021,41,0.2,4.4,4.3,After_Optimization
2023-12,Sales,Employee_050,42,1.2,4.3,4.8,After_Optimization
2023-12,Sales,Employee_039,38,1.0,3.8,4.0,After_Optimization
2023-12,Sales,Employee_033,34,2.5,4.1,4.0,After_Optimization
2023-12,Sales,Employee_008,35,7.5,4.5,5.2,After_Optimization
2023-12,Sales,Employee_025,47,0.2,4.4,3.6,After_Optimization
2023-12,Sales,Employee_037,41,4.6,4.0,4.5,After_Optimization
2023-12,Sales,Employee_013,42,4.3,5.0,3.0,After_Optimization
2023-12,Sales,Employee_017,39,0.4,4.9,6.0,After_Optimization
2023-12,Marketing,Employee_046,33,1.0,4.8,3.9,After_Optimization
2023-12,Marketing,Employee_028,27,1.7,4.9,3.9,After_Optimization
2023-12,Marketing,Employee_001,39,2.0,4.5,3.8,After_Optimization
2023-12,Marketing,Employee_034,36,0.0,4.5,4.2,After_Optimization
2023-12,Marketing,Employee_035,36,5.4,4.3,3.1,After_Optimization
2023-12,Marketing,Employee_044,39,2.4,4.5,3.1,After_Optimization
2023-12,Marketing,Employee_043,40,1.3,4.5,3.7,After_Optimization
2023-12,Marketing,Employee_013,37,2.7,5.0,5.9,After_Optimization
2023-12,Operations,Employee_028,41,6.9,4.4,4.1,After_Optimization
2023-12,Operations,Employee_005,47,0.1,4.7,4.6,After_Optimization
2023-12,Operations,Employee_043,37,2.7,3.8,4.0,After_Optimization
2023-12,Operations,Employee_022,43,2.3,4.6,5.3,After_Optimization
2023-12,Operations,Employee_040,43,6.0,4.2,3.1,After_Optimization
2023-12,Operations,Employee_021,35,0.2,3.7,5.1,After_Optimization
2023-12,Operations,Employee_048,49,0.8,3.6,4.8,After_Optimization
2023-12,Operations,Employee_008,39,5.8,3.9,3.9,After_Optimization
2023-12,Operations,Employee_020,47,1.6,4.0,3.3,After_Optimization
2023-12,Operations,Employee_033,43,1.1,4.9,6.0,After_Optimization
2023-12,Customer Success,Employee_043,39,4.0,3.9,3.2,After_Optimization
2023-12,Customer Success,Employee_027,32,3.9,4.5,3.4,After_Optimization
2023-12,Customer Success,Employee_021,43,5.9,3.5,5.1,After_Optimization
2023-12,Customer Success,Employee_026,42,4.4,3.6,5.5,After_Optimization
2023-12,Customer Success,Employee_045,35,7.7,4.0,4.5,After_Optimization
2023-12,Customer Success,Employee_019,39,2.7,4.6,5.8,After_Optimization
2023-12,Customer Success,Employee_036,48,3.8,4.7,4.5,After_Optimization
2023-12,Customer Success,Employee_009,31,5.5,4.4,5.2,After_Optimization
2023-12,Customer Success,Employee_013,38,0.1,3.7,5.3,After_Optimization
2023-12,Customer Success,Employee_049,58,0.1,4.0,3.1,After_Optimization
2023-12,Finance,Employee_044,34,8.3,3.6,4.7,After_Optimization
2023-12,Finance,Employee_048,35,0.7,4.4,3.2,After_Optimization
2023-12,Finance,Employee_012,39,1.0,3.8,5.6,After_Optimization
2023-12,Finance,Employee_040,38,1.4,3.5,5.2,After_Optimization
2023-12,Finance,Employee_037,37,2.7,4.2,5.9,After_Optimization
2023-12,Finance,Employee_020,37,1.1,5.0,4.3,After_Optimization
2023-12,Finance,Employee_026,42,4.0,3.9,4.3,After_Optimization
2023-12,Finance,Employee_036,39,0.2,4.8,4.9,After_Optimization
2023-12,Finance,Employee_001,40,5.6,3.9,5.4,After_Optimization
2023-12,Finance,Employee_045,43,3.4,4.4,4.8,After_Optimization
2023-12,Finance,Employee_019,36,4.3,3.9,4.3,After_Optimization
2024-01,Sales,Employee_028,44,2.7,4.4,5.1,After_Optimization
2024-01,Sales,Employee_038,37,1.2,4.7,3.4,After_Optimization
2024-01,Sales,Employee_039,49,1.2,4.9,3.3,After_Optimization
2024-01,Sales,Employee_042,31,9.6,4.4,4.7,After_Optimization
2024-01,Sales,Employee_021,44,4.3,4.1,5.5,After_Optimization
2024-01,Sales,Employee_030,35,2.2,4.1,4.9,After_Optimization
2024-01,Sales,Employee_029,37,1.9,4.3,3.4,After_Optimization
2024-01,Sales,Employee_044,41,1.5,3.9,5.8,After_Optimization
2024-01,Sales,Employee_014,43,3.1,4.8,4.2,After_Optimization
2024-01,Marketing,Employee_031,47,5.2,4.3,3.7,After_Optimization
2024-01,Marketing,Employee_048,46,0.4,4.1,3.8,After_Optimization
2024-01,Marketing,Employee_011,28,6.6,4.5,3.7,After_Optimization
2024-01,Marketing,Employee_043,41,3.9,4.5,5.9,After_Optimization
2024-01,Marketing,Employee_006,46,1.3,4.9,4.5,After_Optimization
2024-01,Marketing,Employee_019,31,3.6,5.0,4.0,After_Optimization
2024-01,Marketing,Employee_033,40,1.3,3.7,5.8,After_Optimization
2024-01,Marketing,Employee_047,40,2.9,3.5,5.8,After_Optimization
2024-01,Marketing,Employee_041,37,0.6,4.1,5.4,After_Optimization
2024-01,Marketing,Employee_040,38,2.1,4.7,5.1,After_Optimization
2024-01,Marketing,Employee_022,37,0.9,4.4,5.9,After_Optimization
2024-01,Marketing,Employee_046,34,0.4,4.7,4.1,After_Optimization
2024-01,Operations,Employee_044,34,3.1,4.3,5.2,After_Optimization
2024-01,Operations,Employee_020,37,0.3,3.6,4.4,After_Optimization
2024-01,Operations,Employee_015,36,0.1,3.7,5.6,After_Optimization
2024-01,Operations,Employee_013,41,5.5,4.2,5.3,After_Optimization
2024-01,Operations,Employee_010,40,1.2,4.2,4.0,After_Optimization
2024-01,Operations,Employee_002,37,0.4,3.6,3.1,After_Optimization
2024-01,Operations,Employee_003,31,2.7,3.8,5.7,After_Optimization
2024-01,Operations,Employee_016,46,3.9,4.0,3.1,After_Optimization
2024-01,Operations,Employee_031,50,8.9,4.4,3.9,After_Optimization
2024-01,Customer Success,Employee_050,40,0.1,4.0,5.2,After_Optimization
2024-01,Customer Success,Employee_005,40,1.2,4.8,4.6,After_Optimization
2024-01,Customer Success,Employee_030,40,1.2,4.2,5.4,After_Optimization
2024-01,Customer Success,Employee_027,45,0.5,4.6,3.8,After_Optimization
2024-01,Customer Success,Employee_041,51,1.1,3.6,5.1,After_Optimization
2024-01,Customer Success,Employee_037,49,8.3,3.7,3.3,After_Optimization
2024-01,Customer Success,Employee_013,37,7.9,4.0,4.2,After_Optimization
2024-01,Customer Success,Employee_025,44,5.1,3.6,5.4,After_Optimization
2024-01,Customer Success,Employee_032,42,1.8,3.9,4.4,After_Optimization
2024-01,Customer Success,Employee_026,39,1.0,3.6,3.4,After_Optimization
2024-01,Customer Success,Employee_016,44,5.8,4.5,5.3,After_Optimization
2024-01,Customer Success,Employee_010,47,5.2,4.3,5.7,After_Optimization
2024-01,Finance,Employee_049,49,1.4,4.3,5.0,After_Optimization
2024-01,Finance,Employee_007,36,1.4,4.3,5.9,After_Optimization
2024-01,Finance,Employee_028,45,0.2,3.8,4.4,After_Optimization
2024-01,Finance,Employee_015,46,2.3,4.8,5.7,After_Optimization
2024-01,Finance,Employee_012,34,1.1,4.5,5.9,After_Optimization
2024-01,Finance,Employee_045,29,6.5,4.6,6.0,After_Optimization
2024-01,Finance,Employee_034,38,0.6,3.7,4.7,After_Optimization
2024-01,Finance,Employee_030,37,6.5,3.8,5.2,After_Optimization
2024-02,Sales,Employee_036,36,0.4,4.6,3.3,After_Optimization
2024-02,Sales,Employee_016,39,0.6,3.9,5.6,After_Optimization
2024-02,Sales,Employee_008,49,0.6,3.7,3.5,After_Optimization
2024-02,Sales,Employee_030,41,1.2,4.1,4.8,After_Optimization
2024-02,Sales,Employee_009,28,0.7,3.5,4.6,After_Optimization
2024-02,Sales,Employee_047,41,0.9,4.5,3.4,After_Optimization
2024-02,Sales,Employee_043,40,0.5,4.6,5.3,After_Optimization
2024-02,Sales,Employee_034,27,10.9,3.8,5.5,After_Optimization
2024-02,Marketing,Employee_039,41,0.4,4.2,4.2,After_Optimization
2024-02,Marketing,Employee_021,46,6.3,4.8,5.8,After_Optimization
2024-02,Marketing,Employee_029,39,2.7,4.0,6.0,After_Optimization
2024-02,Marketing,Employee_040,23,6.7,3.6,5.7,After_Optimization
2024-02,Marketing,Employee_033,44,1.7,4.6,4.7,After_Optimization
2024-02,Marketing,Employee_028,52,1.2,3.6,5.8,After_Optimization
2024-02,Marketing,Employee_036,40,5.1,4.8,4.9,After_Optimization
2024-02,Marketing,Employee_048,39,3.7,4.8,5.9,After_Optimization
2024-02,Marketing,Employee_011,40,10.0,3.7,3.1,After_Optimization
2024-02,Marketing,Employee_031,48,0.1,3.7,4.2,After_Optimization
2024-02,Marketing,Employee_043,34,11.1,4.6,5.1,After_Optimization
2024-02,Marketing,Employee_017,30,4.0,4.5,3.7,After_Optimization
2024-02,Operations,Employee_041,38,3.3,4.6,4.8,After_Optimization
2024-02,Operations,Employee_018,39,0.2,4.5,6.0,After_Optimization
2024-02,Operations,Employee_034,46,1.0,4.5,5.7,After_Optimization
2024-02,Operations,Employee_032,41,0.5,4.6,5.1,After_Optimization
2024-02,Operations,Employee_050,58,4.2,4.2,4.7,After_Optimization
2024-02,Operations,Employee_016,47,1.3,4.7,4.7,After_Optimization
2024-02,Operations,Employee_049,30,2.7,4.9,3.6,After_Optimization
2024-02,Operations,Employee_029,46,0.8,3.9,5.6,After_Optimization
2024-02,Operations,Employee_005,34,1.9,5.0,5.5,After_Optimization
2024-02,Customer Success,Employee_016,42,0.9,3.6,4.8,After_Optimization
2024-02,Customer Success,Employee_018,39,2.2,4.0,4.9,After_Optimization
2024-02,Customer Success,Employee_022,37,9.2,4.9,5.4,After_Optimization
2024-02,Customer Success,Employee_021,38,4.7,3.9,4.9,After_Optimization
2024-02,Customer Success,Employee_035,47,2.0,4.4,6.0,After_Optimization
2024-02,Customer Success,Employee_006,42,3.9,4.6,5.1,After_Optimization
2024-02,Customer Success,Employee_009,39,1.9,3.5,3.7,After_Optimization
2024-02,Customer Success,Employee_010,36,0.4,4.5,3.0,After_Optimization
2024-02,Customer Success,Employee_015,39,5.7,4.9,5.9,After_Optimization
2024-02,Customer Success,Employee_025,39,2.7,4.0,4.3,After_Optimization
2024-02,Finance,Employee_046,28,0.8,4.2,4.4,After_Optimization
2024-02,Finance,Employee_014,41,3.5,4.5,4.6,After_Optimization
2024-02,Finance,Employee_005,30,9.5,5.0,5.2,After_Optimization
2024-02,Finance,Employee_027,34,1.6,4.8,5.2,After_Optimization
2024-02,Finance,Employee_047,49,0.4,3.7,3.1,After_Optimization
2024-02,Finance,Employee_022,41,4.0,4.5,4.0,After_Optimization
2024-02,Finance,Employee_035,33,4.0,4.2,4.0,After_Optimization
2024-02,Finance,Employee_030,48,2.2,4.6,5.4,After_Optimization
2024-02,Finance,Employee_050,44,1.4,4.7,4.6,After_Optimization
