Date,Process_Name,Processing_Time_Hours,Error_Rate,Manual_Steps_Required,Automation_Level,Phase
2023-07-18,Customer Onboarding,8.74,0.074,12,Low,Before_Optimization
2023-07-18,Invoice Processing,1.79,0.1163,9,Low,Before_Optimization
2023-07-18,Report Generation,5.71,0.0626,9,Low,Before_Optimization
2023-07-18,Data Quality Checks,3.12,0.1707,8,Low,Before_Optimization
2023-07-18,Dashboard Updates,2.53,0.1404,9,Low,Before_Optimization
2023-07-18,Client Communications,0.85,0.0852,12,Low,Before_Optimization
2023-07-18,Performance Reviews,8.31,0.1962,14,Low,Before_Optimization
2023-07-19,Lead Qualification,2.46,0.092,9,Low,Before_Optimization
2023-07-19,Customer Onboarding,11.59,0.1129,13,Low,Before_Optimization
2023-07-19,Invoice Processing,1.42,0.113,10,Low,Before_Optimization
2023-07-19,Report Generation,4.3,0.0543,9,Low,Before_Optimization
2023-07-19,Data Quality Checks,4.39,0.1672,10,Low,Before_Optimization
2023-07-19,Dashboard Updates,2.03,0.056,11,Low,Before_Optimization
2023-07-19,Client Communications,1.05,0.1349,13,Low,Before_Optimization
2023-07-19,Performance Reviews,7.09,0.0913,10,Low,Before_Optimization
2023-07-20,Lead Qualification,2.99,0.1627,14,Low,Before_Optimization
2023-07-20,Customer Onboarding,8.5,0.1325,11,Low,Before_Optimization
2023-07-20,Invoice Processing,1.65,0.1749,8,Low,Before_Optimization
2023-07-20,Report Generation,3.82,0.0976,11,Low,Before_Optimization
2023-07-20,Data Quality Checks,4.12,0.1896,11,Low,Before_Optimization
2023-07-20,Dashboard Updates,2.23,0.1006,11,Low,Before_Optimization
2023-07-20,Client Communications,1.0,0.092,13,Low,Before_Optimization
2023-07-20,Performance Reviews,7.96,0.0577,11,Low,Before_Optimization
2023-07-21,Lead Qualification,3.33,0.1591,14,Low,Before_Optimization
2023-07-21,Customer Onboarding,8.61,0.1295,10,Low,Before_Optimization
2023-07-21,Invoice Processing,1.43,0.0813,12,Low,Before_Optimization
2023-07-21,Report Generation,5.33,0.0731,11,Low,Before_Optimization
2023-07-21,Data Quality Checks,3.94,0.102,9,Low,Before_Optimization
2023-07-21,Dashboard Updates,2.17,0.152,12,Low,Before_Optimization
2023-07-21,Client Communications,1.38,0.1377,10,Low,Before_Optimization
2023-07-21,Performance Reviews,7.73,0.079,13,Low,Before_Optimization
2023-07-22,Lead Qualification,3.71,0.1017,11,Low,Before_Optimization
2023-07-22,Customer Onboarding,11.42,0.0946,14,Low,Before_Optimization
2023-07-22,Invoice Processing,1.32,0.1472,11,Low,Before_Optimization
2023-07-22,Report Generation,5.08,0.1739,8,Low,Before_Optimization
2023-07-22,Data Quality Checks,3.55,0.0658,12,Low,Before_Optimization
2023-07-22,Dashboard Updates,1.82,0.1607,12,Low,Before_Optimization
2023-07-22,Client Communications,0.86,0.0552,11,Low,Before_Optimization
2023-07-22,Performance Reviews,5.14,0.1989,9,Low,Before_Optimization
2023-07-23,Lead Qualification,2.88,0.0676,9,Low,Before_Optimization
2023-07-23,Customer Onboarding,10.85,0.1489,8,Low,Before_Optimization
2023-07-23,Invoice Processing,1.73,0.1457,14,Low,Before_Optimization
2023-07-23,Report Generation,4.51,0.1429,11,Low,Before_Optimization
2023-07-23,Data Quality Checks,3.34,0.1428,8,Low,Before_Optimization
2023-07-23,Dashboard Updates,2.3,0.1467,14,Low,Before_Optimization
2023-07-23,Client Communications,1.45,0.1534,8,Low,Before_Optimization
2023-07-23,Performance Reviews,5.34,0.0649,14,Low,Before_Optimization
2023-07-24,Lead Qualification,2.03,0.1728,14,Low,Before_Optimization
2023-07-24,Customer Onboarding,9.04,0.1238,8,Low,Before_Optimization
2023-07-24,Invoice Processing,1.88,0.1671,14,Low,Before_Optimization
2023-07-24,Report Generation,3.91,0.1798,11,Low,Before_Optimization
2023-07-24,Data Quality Checks,2.53,0.0932,9,Low,Before_Optimization
2023-07-24,Dashboard Updates,2.54,0.177,11,Low,Before_Optimization
2023-07-24,Client Communications,0.91,0.1834,13,Low,Before_Optimization
2023-07-24,Performance Reviews,7.33,0.1524,11,Low,Before_Optimization
2023-07-25,Lead Qualification,2.0,0.1067,11,Low,Before_Optimization
2023-07-25,Customer Onboarding,10.7,0.0839,11,Low,Before_Optimization
2023-07-25,Invoice Processing,2.19,0.0986,8,Low,Before_Optimization
2023-07-25,Report Generation,5.03,0.0877,13,Low,Before_Optimization
2023-07-25,Data Quality Checks,2.68,0.1409,11,Low,Before_Optimization
2023-07-25,Dashboard Updates,2.58,0.067,9,Low,Before_Optimization
2023-07-25,Client Communications,0.93,0.1391,11,Low,Before_Optimization
2023-07-25,Performance Reviews,6.19,0.1198,8,Low,Before_Optimization
2023-07-26,Lead Qualification,3.09,0.171,11,Low,Before_Optimization
2023-07-26,Customer Onboarding,9.1,0.1666,10,Low,Before_Optimization
2023-07-26,Invoice Processing,1.78,0.0762,10,Low,Before_Optimization
2023-07-26,Report Generation,4.97,0.1708,9,Low,Before_Optimization
2023-07-26,Data Quality Checks,2.51,0.1836,11,Low,Before_Optimization
2023-07-26,Dashboard Updates,1.83,0.0537,12,Low,Before_Optimization
2023-07-26,Client Communications,0.85,0.0635,9,Low,Before_Optimization
2023-07-26,Performance Reviews,5.34,0.17,9,Low,Before_Optimization
2023-07-27,Lead Qualification,2.71,0.0715,11,Low,Before_Optimization
2023-07-27,Customer Onboarding,11.95,0.159,14,Low,Before_Optimization
2023-07-27,Invoice Processing,1.93,0.185,8,Low,Before_Optimization
2023-07-27,Report Generation,4.06,0.1756,11,Low,Before_Optimization
2023-07-27,Data Quality Checks,4.39,0.0944,12,Low,Before_Optimization
2023-07-27,Dashboard Updates,1.98,0.0827,11,Low,Before_Optimization
2023-07-27,Client Communications,1.03,0.0692,14,Low,Before_Optimization
2023-07-27,Performance Reviews,4.87,0.1593,8,Low,Before_Optimization
2023-07-28,Lead Qualification,3.16,0.1335,14,Low,Before_Optimization
2023-07-28,Customer Onboarding,7.11,0.172,8,Low,Before_Optimization
2023-07-28,Invoice Processing,2.07,0.1878,9,Low,Before_Optimization
2023-07-28,Report Generation,4.09,0.1841,14,Low,Before_Optimization
2023-07-28,Data Quality Checks,3.93,0.167,14,Low,Before_Optimization
2023-07-28,Dashboard Updates,2.85,0.052,10,Low,Before_Optimization
2023-07-28,Client Communications,1.05,0.0882,13,Low,Before_Optimization
2023-07-28,Performance Reviews,5.19,0.1723,12,Low,Before_Optimization
2023-07-29,Lead Qualification,3.68,0.1349,8,Low,Before_Optimization
2023-07-29,Customer Onboarding,9.5,0.1718,14,Low,Before_Optimization
2023-07-29,Invoice Processing,1.6,0.1411,11,Low,Before_Optimization
2023-07-29,Report Generation,3.83,0.1085,8,Low,Before_Optimization
2023-07-29,Data Quality Checks,3.06,0.0645,10,Low,Before_Optimization
2023-07-29,Dashboard Updates,2.76,0.1965,10,Low,Before_Optimization
2023-07-29,Client Communications,1.17,0.181,10,Low,Before_Optimization
2023-07-29,Performance Reviews,8.54,0.1196,14,Low,Before_Optimization
2023-07-30,Lead Qualification,2.57,0.0959,8,Low,Before_Optimization
2023-07-30,Customer Onboarding,9.14,0.1789,12,Low,Before_Optimization
2023-07-30,Invoice Processing,1.93,0.1047,11,Low,Before_Optimization
2023-07-30,Report Generation,3.56,0.1368,11,Low,Before_Optimization
2023-07-30,Data Quality Checks,3.6,0.0885,14,Low,Before_Optimization
2023-07-30,Dashboard Updates,2.82,0.125,13,Low,Before_Optimization
2023-07-30,Client Communications,0.86,0.1671,12,Low,Before_Optimization
2023-07-30,Performance Reviews,4.91,0.0927,11,Low,Before_Optimization
2023-07-31,Lead Qualification,2.86,0.1695,10,Low,Before_Optimization
2023-07-31,Customer Onboarding,7.5,0.0688,9,Low,Before_Optimization
2023-07-31,Invoice Processing,1.75,0.0923,14,Low,Before_Optimization
2023-07-31,Report Generation,4.84,0.1312,11,Low,Before_Optimization
2023-07-31,Data Quality Checks,3.77,0.1749,10,Low,Before_Optimization
2023-07-31,Dashboard Updates,2.42,0.1317,13,Low,Before_Optimization
2023-07-31,Client Communications,0.83,0.0943,10,Low,Before_Optimization
2023-07-31,Performance Reviews,4.97,0.1247,13,Low,Before_Optimization
2023-08-01,Lead Qualification,2.44,0.0962,9,Low,Before_Optimization
2023-08-01,Customer Onboarding,7.26,0.1966,10,Low,Before_Optimization
2023-08-01,Invoice Processing,1.34,0.184,14,Low,Before_Optimization
2023-08-01,Report Generation,4.99,0.1199,8,Low,Before_Optimization
2023-08-01,Data Quality Checks,3.87,0.1656,11,Low,Before_Optimization
2023-08-01,Dashboard Updates,2.1,0.1867,13,Low,Before_Optimization
2023-08-01,Client Communications,1.31,0.1886,12,Low,Before_Optimization
2023-08-01,Performance Reviews,8.02,0.1553,8,Low,Before_Optimization
2023-08-02,Lead Qualification,3.69,0.1442,8,Low,Before_Optimization
2023-08-02,Customer Onboarding,10.19,0.0961,11,Low,Before_Optimization
2023-08-02,Invoice Processing,2.18,0.0876,14,Low,Before_Optimization
2023-08-02,Report Generation,4.09,0.137,8,Low,Before_Optimization
2023-08-02,Data Quality Checks,3.19,0.0593,10,Low,Before_Optimization
2023-08-02,Dashboard Updates,1.71,0.0749,10,Low,Before_Optimization
2023-08-02,Client Communications,1.26,0.1997,13,Low,Before_Optimization
2023-08-02,Performance Reviews,6.29,0.1101,14,Low,Before_Optimization
2023-08-03,Lead Qualification,2.79,0.1979,13,Low,Before_Optimization
2023-08-03,Customer Onboarding,8.57,0.149,13,Low,Before_Optimization
2023-08-03,Invoice Processing,1.88,0.0592,14,Low,Before_Optimization
2023-08-03,Report Generation,4.36,0.1596,8,Low,Before_Optimization
2023-08-03,Data Quality Checks,4.4,0.0727,9,Low,Before_Optimization
2023-08-03,Dashboard Updates,1.97,0.1288,9,Low,Before_Optimization
2023-08-03,Client Communications,1.08,0.1007,8,Low,Before_Optimization
2023-08-03,Performance Reviews,5.48,0.1513,11,Low,Before_Optimization
2023-08-04,Lead Qualification,3.29,0.0813,9,Low,Before_Optimization
2023-08-04,Customer Onboarding,7.6,0.0563,9,Low,Before_Optimization
2023-08-04,Invoice Processing,2.12,0.1365,12,Low,Before_Optimization
2023-08-04,Report Generation,3.91,0.0943,11,Low,Before_Optimization
2023-08-04,Data Quality Checks,2.57,0.1349,13,Low,Before_Optimization
2023-08-04,Dashboard Updates,1.81,0.0758,12,Low,Before_Optimization
2023-08-04,Client Communications,0.9,0.0727,10,Low,Before_Optimization
2023-08-04,Performance Reviews,6.36,0.1422,14,Low,Before_Optimization
2023-08-05,Lead Qualification,3.64,0.1633,14,Low,Before_Optimization
2023-08-05,Customer Onboarding,9.21,0.0801,13,Low,Before_Optimization
2023-08-05,Invoice Processing,1.7,0.1445,13,Low,Before_Optimization
2023-08-05,Report Generation,4.21,0.096,14,Low,Before_Optimization
2023-08-05,Data Quality Checks,4.38,0.0687,9,Low,Before_Optimization
2023-08-05,Dashboard Updates,2.98,0.0989,13,Low,Before_Optimization
2023-08-05,Client Communications,1.31,0.056,13,Low,Before_Optimization
2023-08-05,Performance Reviews,6.77,0.1134,13,Low,Before_Optimization
2023-08-06,Lead Qualification,3.64,0.1508,8,Low,Before_Optimization
2023-08-06,Customer Onboarding,7.24,0.1679,13,Low,Before_Optimization
2023-08-06,Invoice Processing,1.22,0.1974,12,Low,Before_Optimization
2023-08-06,Report Generation,3.24,0.084,10,Low,Before_Optimization
2023-08-06,Data Quality Checks,2.68,0.116,11,Low,Before_Optimization
2023-08-06,Dashboard Updates,1.63,0.0675,9,Low,Before_Optimization
2023-08-06,Client Communications,1.22,0.1854,11,Low,Before_Optimization
2023-08-06,Performance Reviews,7.96,0.1858,11,Low,Before_Optimization
2023-08-07,Lead Qualification,2.08,0.1731,11,Low,Before_Optimization
2023-08-07,Customer Onboarding,7.52,0.0897,9,Low,Before_Optimization
2023-08-07,Invoice Processing,2.04,0.1332,11,Low,Before_Optimization
2023-08-07,Report Generation,5.82,0.1199,14,Low,Before_Optimization
2023-08-07,Data Quality Checks,3.66,0.1121,14,Low,Before_Optimization
2023-08-07,Dashboard Updates,2.36,0.1408,11,Low,Before_Optimization
2023-08-07,Client Communications,0.81,0.1218,9,Low,Before_Optimization
2023-08-07,Performance Reviews,5.58,0.0589,14,Low,Before_Optimization
2023-08-08,Lead Qualification,3.38,0.0925,10,Low,Before_Optimization
2023-08-08,Customer Onboarding,7.67,0.15,14,Low,Before_Optimization
2023-08-08,Invoice Processing,1.86,0.0519,10,Low,Before_Optimization
2023-08-08,Report Generation,3.72,0.0803,14,Low,Before_Optimization
2023-08-08,Data Quality Checks,3.66,0.1078,13,Low,Before_Optimization
2023-08-08,Dashboard Updates,2.32,0.1225,14,Low,Before_Optimization
2023-08-08,Client Communications,0.94,0.1212,10,Low,Before_Optimization
2023-08-08,Performance Reviews,5.06,0.0607,14,Low,Before_Optimization
2023-08-09,Lead Qualification,2.91,0.1992,8,Low,Before_Optimization
2023-08-09,Customer Onboarding,9.52,0.194,8,Low,Before_Optimization
2023-08-09,Invoice Processing,2.16,0.1667,9,Low,Before_Optimization
2023-08-09,Report Generation,3.72,0.1312,12,Low,Before_Optimization
2023-08-09,Data Quality Checks,3.35,0.0996,13,Low,Before_Optimization
2023-08-09,Dashboard Updates,2.24,0.1177,9,Low,Before_Optimization
2023-08-09,Client Communications,0.92,0.069,9,Low,Before_Optimization
2023-08-09,Performance Reviews,7.98,0.1521,11,Low,Before_Optimization
2023-08-10,Lead Qualification,2.63,0.1984,14,Low,Before_Optimization
2023-08-10,Customer Onboarding,10.48,0.057,13,Low,Before_Optimization
2023-08-10,Invoice Processing,1.6,0.1332,9,Low,Before_Optimization
2023-08-10,Report Generation,5.08,0.0755,11,Low,Before_Optimization
2023-08-10,Data Quality Checks,3.75,0.1116,14,Low,Before_Optimization
2023-08-10,Dashboard Updates,2.18,0.1479,11,Low,Before_Optimization
2023-08-10,Client Communications,1.03,0.0766,9,Low,Before_Optimization
2023-08-10,Performance Reviews,4.97,0.1952,13,Low,Before_Optimization
2023-08-11,Lead Qualification,3.28,0.0973,13,Low,Before_Optimization
2023-08-11,Customer Onboarding,9.15,0.0754,11,Low,Before_Optimization
2023-08-11,Invoice Processing,1.39,0.1696,9,Low,Before_Optimization
2023-08-11,Report Generation,4.85,0.0669,14,Low,Before_Optimization
2023-08-11,Data Quality Checks,4.34,0.0609,9,Low,Before_Optimization
2023-08-11,Dashboard Updates,2.48,0.1471,10,Low,Before_Optimization
2023-08-11,Client Communications,1.49,0.0861,13,Low,Before_Optimization
2023-08-11,Performance Reviews,8.84,0.1595,8,Low,Before_Optimization
2023-08-12,Lead Qualification,3.1,0.161,13,Low,Before_Optimization
2023-08-12,Customer Onboarding,7.41,0.1699,9,Low,Before_Optimization
2023-08-12,Invoice Processing,2.05,0.0909,11,Low,Before_Optimization
2023-08-12,Report Generation,4.82,0.1749,10,Low,Before_Optimization
2023-08-12,Data Quality Checks,2.54,0.0772,12,Low,Before_Optimization
2023-08-12,Dashboard Updates,2.57,0.071,10,Low,Before_Optimization
2023-08-12,Client Communications,1.12,0.1514,13,Low,Before_Optimization
2023-08-12,Performance Reviews,6.98,0.1995,11,Low,Before_Optimization
2023-08-13,Lead Qualification,3.18,0.1094,13,Low,Before_Optimization
2023-08-13,Customer Onboarding,6.46,0.1595,13,Low,Before_Optimization
2023-08-13,Invoice Processing,2.12,0.1861,8,Low,Before_Optimization
2023-08-13,Report Generation,4.35,0.1032,10,Low,Before_Optimization
2023-08-13,Data Quality Checks,3.81,0.1226,14,Low,Before_Optimization
2023-08-13,Dashboard Updates,2.42,0.1908,9,Low,Before_Optimization
2023-08-13,Client Communications,1.2,0.0742,8,Low,Before_Optimization
2023-08-13,Performance Reviews,5.64,0.0973,11,Low,Before_Optimization
2023-08-14,Lead Qualification,2.37,0.1613,10,Low,Before_Optimization
2023-08-14,Customer Onboarding,8.39,0.167,11,Low,Before_Optimization
2023-08-14,Invoice Processing,1.93,0.0996,12,Low,Before_Optimization
2023-08-14,Report Generation,4.79,0.1694,9,Low,Before_Optimization
2023-08-14,Data Quality Checks,3.48,0.0696,8,Low,Before_Optimization
2023-08-14,Dashboard Updates,1.79,0.0892,12,Low,Before_Optimization
2023-08-14,Client Communications,0.84,0.1541,9,Low,Before_Optimization
2023-08-14,Performance Reviews,6.01,0.051,13,Low,Before_Optimization
2023-08-15,Lead Qualification,3.59,0.0864,13,Low,Before_Optimization
2023-08-15,Customer Onboarding,6.53,0.1377,10,Low,Before_Optimization
2023-08-15,Invoice Processing,1.38,0.1207,10,Low,Before_Optimization
2023-08-15,Report Generation,4.95,0.1326,12,Low,Before_Optimization
2023-08-15,Data Quality Checks,2.66,0.088,8,Low,Before_Optimization
2023-08-15,Dashboard Updates,1.87,0.0534,11,Low,Before_Optimization
2023-08-15,Client Communications,0.89,0.1382,9,Low,Before_Optimization
2023-08-15,Performance Reviews,7.43,0.1713,8,Low,Before_Optimization
2023-08-16,Lead Qualification,3.31,0.187,8,Low,Before_Optimization
2023-08-16,Customer Onboarding,8.23,0.0747,11,Low,Before_Optimization
2023-08-16,Invoice Processing,2.03,0.1077,8,Low,Before_Optimization
2023-08-16,Report Generation,4.75,0.1382,9,Low,Before_Optimization
2023-08-16,Data Quality Checks,2.54,0.1747,10,Low,Before_Optimization
2023-08-16,Dashboard Updates,1.72,0.0758,13,Low,Before_Optimization
2023-08-16,Client Communications,1.3,0.1368,11,Low,Before_Optimization
2023-08-16,Performance Reviews,6.31,0.1407,11,Low,Before_Optimization
2023-08-17,Lead Qualification,3.14,0.1503,8,Low,Before_Optimization
2023-08-17,Customer Onboarding,8.04,0.0899,14,Low,Before_Optimization
2023-08-17,Invoice Processing,1.36,0.1829,14,Low,Before_Optimization
2023-08-17,Report Generation,5.06,0.1712,14,Low,Before_Optimization
2023-08-17,Data Quality Checks,3.83,0.1898,9,Low,Before_Optimization
2023-08-17,Dashboard Updates,2.63,0.0813,8,Low,Before_Optimization
2023-08-17,Client Communications,1.42,0.0574,13,Low,Before_Optimization
2023-08-17,Performance Reviews,5.04,0.0706,10,Low,Before_Optimization
2023-08-18,Lead Qualification,2.39,0.0707,12,Low,Before_Optimization
2023-08-18,Customer Onboarding,7.57,0.1124,12,Low,Before_Optimization
2023-08-18,Invoice Processing,1.45,0.1637,11,Low,Before_Optimization
2023-08-18,Report Generation,4.63,0.1521,11,Low,Before_Optimization
2023-08-18,Data Quality Checks,2.84,0.1965,14,Low,Before_Optimization
2023-08-18,Dashboard Updates,1.72,0.1079,9,Low,Before_Optimization
2023-08-18,Client Communications,1.35,0.1649,8,Low,Before_Optimization
2023-08-18,Performance Reviews,5.44,0.0993,14,Low,Before_Optimization
2023-08-19,Lead Qualification,2.23,0.1508,12,Low,Before_Optimization
2023-08-19,Customer Onboarding,8.8,0.1448,14,Low,Before_Optimization
2023-08-19,Invoice Processing,1.73,0.0968,9,Low,Before_Optimization
2023-08-19,Report Generation,3.78,0.097,12,Low,Before_Optimization
2023-08-19,Data Quality Checks,2.89,0.1108,10,Low,Before_Optimization
2023-08-19,Dashboard Updates,2.33,0.1882,8,Low,Before_Optimization
2023-08-19,Client Communications,1.06,0.1627,14,Low,Before_Optimization
2023-08-19,Performance Reviews,8.01,0.0715,10,Low,Before_Optimization
2023-08-20,Lead Qualification,3.67,0.1065,10,Low,Before_Optimization
2023-08-20,Customer Onboarding,10.81,0.1855,13,Low,Before_Optimization
2023-08-20,Invoice Processing,1.31,0.0873,11,Low,Before_Optimization
2023-08-20,Report Generation,4.88,0.1228,8,Low,Before_Optimization
2023-08-20,Data Quality Checks,3.04,0.1788,10,Low,Before_Optimization
2023-08-20,Dashboard Updates,2.7,0.0911,13,Low,Before_Optimization
2023-08-20,Client Communications,1.28,0.1918,12,Low,Before_Optimization
2023-08-20,Performance Reviews,6.18,0.0581,13,Low,Before_Optimization
2023-08-21,Lead Qualification,3.13,0.1266,10,Low,Before_Optimization
2023-08-21,Customer Onboarding,8.11,0.0596,10,Low,Before_Optimization
2023-08-21,Invoice Processing,2.1,0.0706,9,Low,Before_Optimization
2023-08-21,Report Generation,3.44,0.1524,14,Low,Before_Optimization
2023-08-21,Data Quality Checks,3.98,0.1718,11,Low,Before_Optimization
2023-08-21,Dashboard Updates,2.01,0.1675,14,Low,Before_Optimization
2023-08-21,Client Communications,0.89,0.1558,14,Low,Before_Optimization
2023-08-21,Performance Reviews,5.14,0.147,10,Low,Before_Optimization
2023-08-22,Lead Qualification,3.53,0.0753,14,Low,Before_Optimization
2023-08-22,Customer Onboarding,10.42,0.1213,13,Low,Before_Optimization
2023-08-22,Invoice Processing,1.29,0.0792,10,Low,Before_Optimization
2023-08-22,Report Generation,5.54,0.1323,9,Low,Before_Optimization
2023-08-22,Data Quality Checks,3.24,0.1367,10,Low,Before_Optimization
2023-08-22,Dashboard Updates,2.45,0.1191,12,Low,Before_Optimization
2023-08-22,Client Communications,1.49,0.1899,14,Low,Before_Optimization
2023-08-22,Performance Reviews,5.24,0.1758,14,Low,Before_Optimization
2023-08-23,Lead Qualification,3.23,0.1883,14,Low,Before_Optimization
2023-08-23,Customer Onboarding,11.32,0.1588,14,Low,Before_Optimization
2023-08-23,Invoice Processing,1.84,0.0959,9,Low,Before_Optimization
2023-08-23,Report Generation,3.33,0.1942,14,Low,Before_Optimization
2023-08-23,Data Quality Checks,4.21,0.085,14,Low,Before_Optimization
2023-08-23,Dashboard Updates,1.95,0.1913,8,Low,Before_Optimization
2023-08-23,Client Communications,0.89,0.1966,12,Low,Before_Optimization
2023-08-23,Performance Reviews,5.38,0.0516,8,Low,Before_Optimization
2023-08-24,Lead Qualification,2.39,0.0584,14,Low,Before_Optimization
2023-08-24,Customer Onboarding,8.4,0.1016,9,Low,Before_Optimization
2023-08-24,Invoice Processing,1.38,0.1194,14,Low,Before_Optimization
2023-08-24,Report Generation,4.62,0.1262,13,Low,Before_Optimization
2023-08-24,Data Quality Checks,2.53,0.1095,9,Low,Before_Optimization
2023-08-24,Dashboard Updates,1.7,0.1495,13,Low,Before_Optimization
2023-08-24,Client Communications,1.09,0.1133,12,Low,Before_Optimization
2023-08-24,Performance Reviews,8.23,0.1843,9,Low,Before_Optimization
2023-08-25,Lead Qualification,3.14,0.1128,8,Low,Before_Optimization
2023-08-25,Customer Onboarding,7.95,0.0569,11,Low,Before_Optimization
2023-08-25,Invoice Processing,1.74,0.0981,13,Low,Before_Optimization
2023-08-25,Report Generation,4.07,0.1768,12,Low,Before_Optimization
2023-08-25,Data Quality Checks,4.33,0.1018,8,Low,Before_Optimization
2023-08-25,Dashboard Updates,2.4,0.1218,9,Low,Before_Optimization
2023-08-25,Client Communications,0.95,0.05,11,Low,Before_Optimization
2023-08-25,Performance Reviews,6.95,0.0922,9,Low,Before_Optimization
2023-08-26,Lead Qualification,2.29,0.0681,13,Low,Before_Optimization
2023-08-26,Customer Onboarding,11.31,0.1584,14,Low,Before_Optimization
2023-08-26,Invoice Processing,1.65,0.0679,11,Low,Before_Optimization
2023-08-26,Report Generation,3.88,0.061,10,Low,Before_Optimization
2023-08-26,Data Quality Checks,3.7,0.1578,8,Low,Before_Optimization
2023-08-26,Dashboard Updates,2.65,0.1877,13,Low,Before_Optimization
2023-08-26,Client Communications,0.96,0.0581,9,Low,Before_Optimization
2023-08-26,Performance Reviews,5.95,0.1437,9,Low,Before_Optimization
2023-08-27,Lead Qualification,2.79,0.1609,10,Low,Before_Optimization
2023-08-27,Customer Onboarding,10.18,0.1263,14,Low,Before_Optimization
2023-08-27,Invoice Processing,2.01,0.1507,13,Low,Before_Optimization
2023-08-27,Report Generation,5.38,0.1191,10,Low,Before_Optimization
2023-08-27,Data Quality Checks,4.1,0.0981,14,Low,Before_Optimization
2023-08-27,Dashboard Updates,2.66,0.0873,8,Low,Before_Optimization
2023-08-27,Client Communications,1.42,0.1098,9,Low,Before_Optimization
2023-08-27,Performance Reviews,5.21,0.156,13,Low,Before_Optimization
2023-08-28,Lead Qualification,3.5,0.0989,9,Low,Before_Optimization
2023-08-28,Customer Onboarding,7.71,0.1728,11,Low,Before_Optimization
2023-08-28,Invoice Processing,2.07,0.0501,8,Low,Before_Optimization
2023-08-28,Report Generation,5.86,0.0706,14,Low,Before_Optimization
2023-08-28,Data Quality Checks,2.79,0.1142,8,Low,Before_Optimization
2023-08-28,Dashboard Updates,2.01,0.1126,13,Low,Before_Optimization
2023-08-28,Client Communications,1.11,0.1966,13,Low,Before_Optimization
2023-08-28,Performance Reviews,6.87,0.0995,9,Low,Before_Optimization
2023-08-29,Lead Qualification,3.47,0.1009,9,Low,Before_Optimization
2023-08-29,Customer Onboarding,8.07,0.0947,13,Low,Before_Optimization
2023-08-29,Invoice Processing,1.91,0.1766,13,Low,Before_Optimization
2023-08-29,Report Generation,5.21,0.0925,8,Low,Before_Optimization
2023-08-29,Data Quality Checks,2.55,0.1864,12,Low,Before_Optimization
2023-08-29,Dashboard Updates,1.66,0.1797,13,Low,Before_Optimization
2023-08-29,Client Communications,0.85,0.1933,10,Low,Before_Optimization
2023-08-29,Performance Reviews,7.9,0.0709,10,Low,Before_Optimization
2023-08-30,Lead Qualification,3.49,0.052,11,Low,Before_Optimization
2023-08-30,Customer Onboarding,10.71,0.1902,10,Low,Before_Optimization
2023-08-30,Invoice Processing,1.22,0.1704,14,Low,Before_Optimization
2023-08-30,Report Generation,3.76,0.0926,14,Low,Before_Optimization
2023-08-30,Data Quality Checks,4.24,0.1929,13,Low,Before_Optimization
2023-08-30,Dashboard Updates,2.36,0.074,10,Low,Before_Optimization
2023-08-30,Client Communications,1.29,0.0791,8,Low,Before_Optimization
2023-08-30,Performance Reviews,6.91,0.1695,8,Low,Before_Optimization
2023-08-31,Lead Qualification,3.13,0.0734,12,Low,Before_Optimization
2023-08-31,Customer Onboarding,8.65,0.169,13,Low,Before_Optimization
2023-08-31,Invoice Processing,1.63,0.056,9,Low,Before_Optimization
2023-08-31,Report Generation,3.79,0.0891,10,Low,Before_Optimization
2023-08-31,Data Quality Checks,3.14,0.0565,12,Low,Before_Optimization
2023-08-31,Dashboard Updates,2.79,0.0674,12,Low,Before_Optimization
2023-08-31,Client Communications,0.9,0.1645,8,Low,Before_Optimization
2023-08-31,Performance Reviews,6.93,0.143,13,Low,Before_Optimization
2023-09-01,Lead Qualification,1.0,0.0154,4,High,After_Optimization
2023-09-01,Customer Onboarding,3.0,0.0029,2,High,After_Optimization
2023-09-01,Invoice Processing,0.6,0.0149,3,High,After_Optimization
2023-09-01,Report Generation,1.64,0.0162,4,High,After_Optimization
2023-09-01,Data Quality Checks,1.28,0.0112,3,High,After_Optimization
2023-09-01,Dashboard Updates,0.78,0.003,3,High,After_Optimization
2023-09-01,Client Communications,0.42,0.011,2,High,After_Optimization
2023-09-01,Performance Reviews,2.36,0.0194,4,High,After_Optimization
2023-09-02,Lead Qualification,0.96,0.0129,2,High,After_Optimization
2023-09-02,Customer Onboarding,3.22,0.0152,2,High,After_Optimization
2023-09-02,Invoice Processing,0.56,0.0094,3,High,After_Optimization
2023-09-02,Report Generation,1.5,0.0022,4,High,After_Optimization
2023-09-02,Data Quality Checks,1.18,0.004,3,High,After_Optimization
2023-09-02,Dashboard Updates,0.73,0.0115,4,High,After_Optimization
2023-09-02,Client Communications,0.36,0.0122,4,High,After_Optimization
2023-09-02,Performance Reviews,2.2,0.004,3,High,After_Optimization
2023-09-03,Lead Qualification,0.96,0.0018,2,High,After_Optimization
2023-09-03,Customer Onboarding,3.42,0.0079,3,High,After_Optimization
2023-09-03,Invoice Processing,0.64,0.0069,2,High,After_Optimization
2023-09-03,Report Generation,1.49,0.0193,3,High,After_Optimization
2023-09-03,Data Quality Checks,1.26,0.0109,4,High,After_Optimization
